Account	the	and	for	you	this	with	your	that	are	from	our	all	now	new	amp	out	more	can	get	have	what	one	here	her	has	their	world	was	will	about	but	time	his	just	they	see	who	how	best	she	today	day	love	first	like	year	these	when	not	some	only	after	make	season	tonight	team	via	there	back	thank	don	know	into	watch	off	happy	years	its	home	them	most	been	over	recipe	holiday	two	good	live	check	family	great	tickets	week	last	help	streaming	take	right	than	life	black	theaters	learn	game	let	join	find	special	people	stream	next	night	around	big	tour	ever	favorite	through	way	meet	which	full	november	got	christmas	want	look	oreo	every	amazing	very	ready	women	need	had	other	final	disney	old	image	episode	show	bub	also	well	studios	never	traworlds	win	pts	miss	thanksgiving	earth	marvel	dog	experience	down	made	where	ocean	fallontonight	moon	many	little	long	top	animals	why	everyone	thanks	going	always	gbbo	strangeworld	tomorrow	pet	would	before	celebrate	friday	looking	mission	him	city	man	come	read	perfect	panther	work	much	being	may	were	say	nfl	could	usa	free	any	story	visit	follow	space	hubble	movie	wakandaforever	house	star	food	better	cup	even	men	double	book	support	history	cat	december	friends	did	fun	shows	too	light	weekend	national	together	things	part	please	available	video	think	event	playing	news	series	cookies	while	animal	coming	said	baby	still	because	friend	zoo	halloween	making	during	wednesday	spacecraft	pop	cookie	another	dogs	virginia	state	play	travel	nasa	birthday	give	disneyplus	artemis	hope	stars	second	gymnastics	trampoline	share	sale	blackadam	should	excited	proud	water	young	sea	enjoy	days	art	ast	oct	reb	climate	trip	set	place	netflix	gift	million	hours	vsp	catch	three	red	between	latest	again	below	wait	same	month	galaxy	care	getting	change	something	against	sweet	monday	wildlife	incredible	pets	saturday	october	stay	explore	sunday	round	tarts	south	photo	guys	journey	country	list	hear	says	own	four	sure	past	youthsports	petfinder	american	along	those	keep	small	really	music	app	lead	stories	york	link	forever	watching	nba	stop	each	then	medal	tribe	everything	premieres	near	system	away	dinner	doing	lecheminduroi	gotribe	across	moments	view	tune	fans	congrats	twitter	episodes	grumpy	moment	treat	premiere	fox	comes	solar	left	data	without	party	different	tell	until	beautiful	won	does	since	chance	adventure	thing	gold	bake	tumbling	behind	students	future	high	planet	hot	needs	soon	download	nov	album	hotel	bransoncognac	wonderreturns	finals	america	adorable	cubs	wild	lot	makes	welcome	views	call	loves	original	gets	bring	seen	record	president	must	start	recipes	fall	starts	green	cruise	champion	hard	film	use	community	others	move	takes	close	head	title	summer	cast	kids	holidays	glg	both	cheetah	park	lights	few	gas	boo	texas	keepers	song	adopt	sofia	lol	brown	wants	mini	found	including	end	listen	try	match	easy	cbs	known	winter	white	service	click	impact	tweet	ice	launch	might	cream	score	games	cake	mom	images	scientists	school	camp	starting	details	tuesday	football	lil	real	save	looks	called	police	group	ahead	eyes	taking
DisneyAnimation	88	21	17	12	23	10	13	4	3	8	4	8	45	9	0	7	3	1	22	3	3	4	1	1	1	12	10	7	2	1	3	5	1	6	3	23	2	2	0	0	0	4	0	1	0	4	4	1	1	2	38	0	0	3	0	0	0	1	1	0	13	4	2	6	1	4	3	0	1	0	0	0	1	0	1	1	1	0	5	12	0	17	1	0	0	9	2	0	0	0	0	53	0	1	0	3	5	2	0	1	0	2	0	2	0	1	0	1	1	1	0	3	24	4	0	0	2	0	0	1	2	1	0	0	0	0	0	65	0	0	0	0	0	0	0	2	0	0	0	0	9	18	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	69	4	0	2	3	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	24	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	2	3	0	0	1	1	0	19	19	0	2	0	0	0	2	1	0	0	0	0	0	1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	1	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0
PTXofficial	85	22	48	54	35	20	25	7	17	10	51	13	22	34	4	5	2	8	8	6	10	14	8	2	2	1	29	2	5	3	0	5	2	5	2	8	6	5	2	0	1	1	6	3	2	2	1	3	1	3	3	0	2	7	1	1	0	0	0	13	3	2	3	4	6	4	0	1	0	2	4	3	2	0	15	0	0	6	9	0	0	4	4	2	1	2	2	11	0	1	0	0	0	1	1	0	1	2	0	9	2	5	12	0	9	1	2	1	1	0	0	3	0	1	21	2	1	0	2	3	0	5	0	3	2	1	0	1	0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	2	2	0	0	0	0	1	2	1	2	0	0	5	0	0	4	5	4	1	0	0	0	1	4	0	0	0	1	6	3	2	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	3	2	1	0	0	0	4	0	1	0	5	11	2	2	1	0	0	0	0	0	3	1	0	0	0	1	0	1	2	2	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	1	2	0	0	3	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	5	0	0	3	1	0	1	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	4	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0	1	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	6	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	12	0	0	0	0	1	2	0	0	0	0	16	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1
williamandmary	140	46	54	23	13	21	14	15	18	16	9	16	4	23	94	5	12	14	6	10	6	2	1	9	18	11	4	2	17	8	3	11	4	4	7	4	5	10	1	7	3	4	0	2	3	14	5	2	2	6	0	6	8	0	1	3	0	4	4	5	3	4	2	1	1	3	7	4	4	8	1	9	4	0	0	4	1	2	3	4	5	0	2	3	2	0	7	0	5	2	1	0	6	0	1	3	4	3	2	0	1	1	1	1	0	2	0	3	2	1	2	0	0	1	0	3	5	0	3	2	0	4	2	2	0	4	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	3	2	3	3	0	0	3	0	1	1	1	5	1	2	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	1	5	0	0	1	0	2	1	1	0	0	1	0	0	2	2	0	1	1	0	0	0	0	0	2	0	0	0	1	1	0	4	2	0	0	0	1	0	0	0	0	7	1	1	1	1	0	1	0	2	3	0	0	3	0	1	0	2	0	0	1	0	1	0	1	3	1	1	0	0	0	2	0	0	2	0	1	0	0	4	0	0	0	1	2	0	0	4	0	0	1	0	0	2	3	2	0	0	3	0	1	0	2	1	4	2	0	3	3	0	0	1	3	0	2	1	1	0	3	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	3	0	1	0	0	1	5	1	2	0	0	2	2	1	1	0	2	6	1	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	2	1	1	0	5	0	0	0	17	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	1	1	0	1	3	0	1	1	6	0	4	0	0	0	0	1	7	2	5	1	0	3	1	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	4	0	1	0	0	0	0	0	0	0	4	1	3	0	0	0	0	0	1	0	0	0	0	0	2	2	4	0	1	0	0	0	0	1	0	0	1	2	0	1
TribeAthletics	55	12	26	6	16	10	12	1	11	3	10	4	0	0	33	7	1	1	8	0	3	5	1	0	2	4	0	1	2	2	1	3	0	0	3	2	1	0	3	0	7	6	0	3	0	0	0	1	0	0	1	2	0	7	3	0	0	0	4	1	5	1	1	1	1	0	2	1	8	0	0	0	0	0	0	1	3	0	2	2	2	5	9	3	0	0	2	0	1	0	0	0	0	10	1	1	0	0	0	0	0	3	0	3	0	0	0	1	2	0	0	0	1	2	0	0	0	0	0	1	1	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	7	0	0	1	1	1	0	0	0	2	0	0	2	5	1	1	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	5	0	0	2	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	4	0	0	4	2	0	0	1	0	0	0	0	0	0	0	6	0	2	0	0	0	4	0	0	0	3	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	1	0	0	0	41	0	0	0	0	4	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CoachMikeLondon	31	6	8	18	2	2	2	2	3	3	8	7	1	4	17	5	0	0	4	1	1	3	3	1	0	0	1	4	1	0	0	1	0	2	0	4	2	0	2	0	4	4	2	0	0	0	0	2	0	0	0	1	2	0	1	7	0	3	3	7	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	2	0	0	3	10	0	2	2	0	0	0	0	2	2	0	0	0	6	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	4	0	2	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	2	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	18	0	0	0	0	0	1	1	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0	1	0	0	0	1	0	0	0
colonialwmsburg	163	70	53	24	27	22	9	19	13	27	78	12	5	13	33	9	38	9	4	13	3	7	4	0	5	7	1	4	2	23	2	7	4	1	4	2	4	12	1	0	13	17	0	6	5	4	2	6	3	7	1	2	13	2	2	6	3	1	0	2	1	3	5	2	1	2	6	2	2	3	3	5	3	4	1	2	1	1	6	0	4	0	2	1	3	0	4	0	1	4	3	0	39	1	0	21	2	1	8	0	1	4	0	0	0	1	0	4	3	0	4	1	5	0	0	5	1	0	2	1	3	0	3	0	1	1	0	0	0	0	2	0	0	7	1	0	1	0	0	0	1	4	0	0	0	0	1	4	3	0	0	0	2	0	0	0	0	4	0	5	0	0	0	0	1	0	2	3	7	2	2	9	0	1	0	0	6	0	0	4	0	2	4	6	2	0	1	0	1	3	3	8	7	0	0	0	0	0	0	0	2	1	1	1	0	0	5	14	0	2	3	2	0	0	0	1	0	2	1	0	5	0	3	1	0	3	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	1	0	1	0	1	1	7	0	7	0	0	0	0	3	0	0	0	2	0	1	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	11	2	7	0	0	0	0	0	0	0	0	1	1	0	0	1	3	7	0	0	18	7	3	2	0	0	0	0	0	8	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	2	2	1	2	0	0	0	2	0	0	0	1	0	1	0	1	0	1	0	0	0	3	1	0	1	1	0	0	0	0	1	0	0	6	3	1	0	1	0	0	0	3	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	1	0	4	0	1	1	0	0	1	0	0	1	0	3	1	0	1	1	0	0	1	1	0	4	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	1	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0	3	0	1	1	8	0	0	0	0	0	0	0	4	0	0	0
VSPPIO	82	11	44	13	28	6	12	5	7	5	12	7	3	3	65	9	4	1	2	7	4	2	2	1	11	6	0	2	3	3	4	0	0	2	4	1	4	3	1	0	12	4	0	0	1	6	2	1	2	3	1	1	2	0	4	3	0	2	0	1	1	0	1	1	1	1	1	0	2	1	3	13	3	0	2	0	2	1	2	1	4	0	8	5	6	0	0	0	0	3	0	0	3	0	2	3	2	0	1	0	1	1	1	2	0	0	0	1	0	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	1	0	0	14	0	0	0	0	8	0	0	0	1	0	4	2	0	0	0	2	4	0	0	0	2	2	1	0	2	0	0	2	0	0	1	0	1	3	3	0	1	2	2	0	0	0	1	0	2	3	3	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	0	3	0	2	0	5	0	0	0	3	4	0	1	0	4	0	1	0	1	2	0	0	0	1	1	0	0	0	7	2	2	1	0	0	0	1	0	48	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	51	0	0	0	2	0	0	2	0	1	2	0	0	0	0	0	2	1	0	0	0	0	5	3	0	0	0	0	0	2	2	1	0	2	0	0	0	0	0	2	2	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	2	0	3	0	0	0	1	2	0	0	0	1	0	1	1	2	0	0	1	0	0	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	7	0	1	3	1
HaileeSteinfeld	14	2	7	23	12	2	2	2	2	1	2	5	2	2	2	4	0	3	0	0	2	2	1	1	2	0	0	1	0	2	2	2	0	3	0	1	0	0	0	0	0	2	5	3	2	1	0	0	1	0	0	0	0	2	0	0	0	0	2	11	0	1	0	0	0	3	0	0	0	0	0	2	1	0	0	2	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	3	3	0	0	2	0	0	4	1	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1
Harry_Styles	8	6	5	9	3	1	3	0	1	3	0	2	7	18	3	6	0	0	0	0	0	3	0	0	0	1	0	5	0	0	0	1	0	1	0	1	1	0	0	0	1	1	76	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	6	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	3	0	0	4	0	0	74	1	0	0	0	0	0	1	13	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rihanna	28	23	21	14	15	5	3	10	3	3	7	9	10	9	13	4	2	5	4	3	5	4	2	1	0	0	0	0	2	0	2	1	0	4	1	0	2	3	0	0	1	1	3	3	1	2	6	2	1	0	1	2	2	1	1	2	0	0	2	1	1	2	2	4	1	0	0	0	1	0	2	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	4	0	0	0	2	0	0	1	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	2	0	0	0	0	3	4	2	1	1	0	1	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	2	1	0	0	1	0	0	0	0	2	2	3	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0
KimKardashian	54	27	23	18	15	9	4	2	6	5	11	11	9	2	1	5	1	3	2	10	3	0	1	0	2	6	0	9	2	4	3	3	3	5	2	4	2	1	2	3	1	0	11	3	3	3	1	2	1	0	0	1	1	3	1	1	0	3	1	5	2	3	0	3	2	2	0	0	3	2	2	3	0	0	7	0	3	3	2	5	1	0	1	0	3	0	2	0	0	1	2	0	0	0	1	0	0	2	2	0	0	3	2	0	0	1	0	0	3	0	0	0	2	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	4	1	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	1	0	2	1	1	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	13	0	2	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	2	0	2	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	6	3	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	4	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	1
NiallOfficial	71	52	33	29	20	9	1	11	7	5	9	11	6	5	2	6	3	14	11	5	11	6	1	1	0	1	3	4	4	2	6	5	2	1	2	9	3	1	3	0	8	7	10	3	1	6	0	0	6	4	2	1	2	3	2	3	0	10	3	8	0	2	0	4	2	4	5	1	2	2	0	3	5	0	3	0	8	1	2	2	14	4	6	4	3	1	0	2	2	2	0	0	0	2	7	0	0	2	2	0	5	1	2	3	0	2	0	1	0	1	0	2	0	2	3	1	0	0	1	10	1	0	1	1	1	0	0	0	1	0	0	0	0	1	3	0	2	0	5	0	2	1	0	0	0	0	5	2	1	0	0	0	2	0	2	1	0	0	3	3	2	2	0	0	1	0	2	1	1	3	3	0	2	1	1	2	0	0	0	4	2	3	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	0	0	0	2	0	0	2	0	2	0	0	0	2	1	0	1	1	2	1	3	0	0	0	0	0	1	0	0	0	2	0	0	2	1	0	0	1	0	1	1	0	0	4	0	0	1	0	0	0	6	0	0	0	0	3	5	0	1	8	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	9	0	0	0	1	0	0	1	0	0	0	0	11	0	1	0	0	0	2	0	0	0	0	2	0	2	0	1	0	0	0	2	1	0	0	0	1	2	0	0	2	1	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	1	1	2	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	1	0	1
